user_id,orders,products,unique_products,reorder_rate,mean_cart_position,cluster
1223,1,13,13,0.7692307692307693,7.0,0
1225,1,16,16,0.375,8.5,1
1235,2,15,14,0.26666666666666666,4.266666666666667,1
1237,1,25,25,0.8,13.0,1
1240,1,12,12,0.9166666666666666,6.5,0
1241,1,8,8,0.5,4.5,0
1242,1,2,2,0.0,1.5,0
1246,1,8,8,0.625,4.5,0
1263,1,5,5,0.0,3.0,0
1264,1,11,11,0.9090909090909091,6.0,0
1271,1,21,21,0.38095238095238093,11.0,1
1274,1,7,7,0.8571428571428571,4.0,0
1302,1,20,20,0.05,10.5,1
1344,1,3,3,0.6666666666666666,2.0,0
1368,1,3,3,0.6666666666666666,2.0,0
1372,1,33,33,0.42424242424242425,17.0,1
1373,1,2,2,0.5,1.5,0
1378,1,28,28,0.5357142857142857,14.5,1
1381,1,24,24,0.5833333333333334,12.5,1
1387,1,3,3,0.6666666666666666,2.0,0
1402,1,2,2,0.5,1.5,0
1417,1,1,1,0.0,1.0,0
1423,1,32,32,0.875,16.5,1
1427,1,2,2,0.0,1.5,0
1440,1,16,16,0.375,8.5,1
1487,2,9,9,0.1111111111111111,2.7777777777777777,0
1498,1,15,15,0.6666666666666666,8.0,1
1503,1,6,6,0.8333333333333334,3.5,0
1519,1,3,3,1.0,2.0,0
1531,1,8,8,1.0,4.5,0
1548,1,19,19,0.5789473684210527,10.0,1
1579,1,10,10,0.7,5.5,0
1602,1,6,6,0.6666666666666666,3.5,0
1615,1,13,13,1.0,7.0,0
1617,1,7,7,1.0,4.0,0
1623,2,5,5,0.8,2.2,0
1627,1,17,17,0.0,9.0,1
1629,1,8,8,0.875,4.5,0
1632,1,8,8,0.75,4.5,0
1642,1,5,5,0.6,3.0,0
1657,1,2,2,0.0,1.5,0
1658,1,3,3,0.6666666666666666,2.0,0
1667,1,10,10,0.0,5.5,0
1676,1,15,15,0.8,8.0,1
1679,1,9,9,1.0,5.0,0
1683,1,12,12,0.5833333333333334,6.5,0
1696,1,6,6,0.16666666666666666,3.5,0
1697,1,4,4,0.75,2.5,0
1710,1,13,13,0.0,7.0,0
1712,1,16,16,0.0,8.5,1
1727,1,13,13,0.9230769230769231,7.0,0
1746,1,8,8,0.25,4.5,0
1750,2,25,22,0.72,9.0,1
1753,1,10,10,0.8,5.5,0
1767,1,3,3,0.6666666666666666,2.0,0
1778,1,4,4,0.25,2.5,0
1815,1,16,16,0.8125,8.5,1
1828,1,20,20,0.5,10.5,1
1850,2,40,31,0.95,10.5,1
1867,1,4,4,0.5,2.5,0
1868,1,11,11,1.0,6.0,0
1873,1,8,8,0.25,4.5,0
1874,1,6,6,1.0,3.5,0
1899,1,25,25,0.6,13.0,1
1901,1,14,14,0.8571428571428571,7.5,0
1920,2,41,34,0.3902439024390244,10.902439024390244,1
1922,1,7,7,0.0,4.0,0
1923,1,12,12,0.9166666666666666,6.5,0
1948,1,12,12,0.75,6.5,0
1955,1,7,7,0.5714285714285714,4.0,0
1958,1,6,6,1.0,3.5,0
1976,1,3,3,0.6666666666666666,2.0,0
2011,1,7,7,1.0,4.0,0
2013,1,7,7,0.14285714285714285,4.0,0
2022,1,13,13,0.3076923076923077,7.0,0
2033,1,10,10,1.0,5.5,0
2049,1,3,3,0.3333333333333333,2.0,0
2055,1,1,1,0.0,1.0,0
2059,1,8,8,0.0,4.5,0
2075,1,6,6,0.6666666666666666,3.5,0
2083,1,3,3,0.6666666666666666,2.0,0
2086,1,13,13,0.6923076923076923,7.0,0
2092,1,1,1,0.0,1.0,0
2103,1,1,1,1.0,1.0,0
2121,1,19,19,0.42105263157894735,10.0,1
2130,1,5,5,0.8,3.0,0
2173,1,4,4,0.25,2.5,0
2175,1,3,3,0.6666666666666666,2.0,0
2184,1,6,6,0.3333333333333333,3.5,0
2201,1,20,20,0.55,10.5,1
2211,1,17,17,0.9411764705882353,9.0,1
2215,1,1,1,1.0,1.0,0
2225,1,5,5,0.8,3.0,0
2229,1,6,6,0.8333333333333334,3.5,0
2237,1,4,4,0.5,2.5,0
2258,1,14,14,0.0,7.5,0
2262,1,11,11,0.2727272727272727,6.0,0
2282,1,1,1,1.0,1.0,0
2286,1,13,13,0.8461538461538461,7.0,0
2299,1,4,4,0.5,2.5,0
2312,1,11,11,0.2727272727272727,6.0,0
2313,1,7,7,0.2857142857142857,4.0,0
2334,1,5,5,1.0,3.0,0
2335,1,52,52,0.9615384615384616,26.5,1
2342,1,18,18,0.5,9.5,1
2344,1,10,10,0.8,5.5,0
2371,1,7,7,0.0,4.0,0
2375,1,6,6,0.3333333333333333,3.5,0
2383,2,9,9,0.7777777777777778,4.111111111111111,0
2408,1,6,6,0.0,3.5,0
2423,1,21,21,0.7142857142857143,11.0,1
2440,1,25,25,0.72,13.0,1
2462,1,32,32,0.875,16.5,1
2475,1,6,6,1.0,3.5,0
2496,1,12,12,1.0,6.5,0
2531,1,5,5,0.6,3.0,0
2535,1,18,18,0.5555555555555556,9.5,1
2539,1,4,4,1.0,2.5,0
2547,1,1,1,1.0,1.0,0
2555,1,2,2,1.0,1.5,0
2556,1,1,1,1.0,1.0,0
2565,1,22,22,0.7727272727272727,11.5,1
2590,1,3,3,0.3333333333333333,2.0,0
2593,1,28,28,0.32142857142857145,14.5,1
2599,1,18,18,0.5,9.5,1
2604,1,22,22,0.5,11.5,1
2609,1,6,6,0.5,3.5,0
2614,1,13,13,0.07692307692307693,7.0,0
2627,1,10,10,0.7,5.5,0
2638,1,13,13,0.9230769230769231,7.0,0
2642,1,2,2,0.0,1.5,0
2646,1,7,7,1.0,4.0,0
2650,1,7,7,1.0,4.0,0
2655,1,6,6,1.0,3.5,0
2658,1,5,5,0.2,3.0,0
2668,1,13,13,0.46153846153846156,7.0,0
2676,1,18,18,0.5555555555555556,9.5,1
2688,2,28,26,0.6785714285714286,8.392857142857142,1
2698,1,8,8,0.75,4.5,0
2700,1,1,1,1.0,1.0,0
2754,1,5,5,0.4,3.0,0
2777,1,6,6,1.0,3.5,0
2785,1,8,8,0.5,4.5,0
2797,1,5,5,0.2,3.0,0
2807,1,2,2,1.0,1.5,0
2822,2,14,13,0.2857142857142857,4.071428571428571,0
2823,1,13,13,0.0,7.0,0
2833,1,2,2,1.0,1.5,0
2838,1,6,6,0.16666666666666666,3.5,0
2839,1,13,13,0.0,7.0,0
2849,1,5,5,1.0,3.0,0
2868,1,19,19,0.3157894736842105,10.0,1
2880,1,2,2,0.5,1.5,0
2899,1,8,8,0.75,4.5,0
2917,1,10,10,1.0,5.5,0
2947,1,10,10,0.4,5.5,0
2985,1,9,9,0.7777777777777778,5.0,0
3001,1,6,6,1.0,3.5,0
3002,1,6,6,0.0,3.5,0
3004,1,13,13,0.9230769230769231,7.0,0
3007,1,5,5,0.2,3.0,0
3040,1,7,7,0.0,4.0,0
3051,1,17,17,0.0,9.0,1
3060,1,3,3,0.0,2.0,0
3106,1,3,3,1.0,2.0,0
3107,1,1,1,1.0,1.0,0
3148,1,16,16,1.0,8.5,1
3192,1,7,7,0.7142857142857143,4.0,0
3219,2,15,15,0.5333333333333333,4.666666666666667,1
3242,1,22,22,0.5,11.5,1
3243,1,14,14,0.8571428571428571,7.5,0
3252,1,2,2,0.5,1.5,0
3257,1,4,4,0.75,2.5,0
3269,1,4,4,1.0,2.5,0
3273,1,15,15,0.7333333333333333,8.0,1
3280,1,7,7,0.0,4.0,0
3319,1,23,23,0.30434782608695654,12.0,1
3321,1,11,11,1.0,6.0,0
3326,1,13,13,0.7692307692307693,7.0,0
3351,1,12,12,0.25,6.5,0
3357,1,6,6,0.3333333333333333,3.5,0
3358,1,8,8,0.625,4.5,0
3366,1,6,6,0.16666666666666666,3.5,0
3375,1,2,2,1.0,1.5,0
3387,1,3,3,0.6666666666666666,2.0,0
3393,1,1,1,1.0,1.0,0
3394,1,4,4,0.75,2.5,0
3412,2,14,13,0.7857142857142857,4.071428571428571,0
3417,1,11,11,0.18181818181818182,6.0,0
3422,1,10,10,0.9,5.5,0
3428,1,16,16,0.875,8.5,1
3434,1,4,4,0.0,2.5,0
3435,1,7,7,1.0,4.0,0
3453,1,1,1,1.0,1.0,0
3456,1,10,10,0.8,5.5,0
3459,1,16,16,0.0,8.5,1
3475,1,6,6,0.6666666666666666,3.5,0
3481,1,6,6,0.6666666666666666,3.5,0
3485,1,9,9,0.8888888888888888,5.0,0
3493,1,7,7,0.5714285714285714,4.0,0
3536,1,22,22,1.0,11.5,1
3550,1,5,5,1.0,3.0,0
3558,1,3,3,0.6666666666666666,2.0,0
3562,1,1,1,1.0,1.0,0
3579,1,14,14,0.9285714285714286,7.5,0
3583,1,2,2,0.5,1.5,0
3593,1,6,6,1.0,3.5,0
3597,1,15,15,0.8666666666666667,8.0,1
3599,1,3,3,0.0,2.0,0
3615,1,2,2,1.0,1.5,0
3616,1,10,10,0.0,5.5,0
3626,1,11,11,0.8181818181818182,6.0,0
3634,1,9,9,1.0,5.0,0
3646,1,13,13,0.0,7.0,0
3648,1,8,8,1.0,4.5,0
3651,1,11,11,0.7272727272727273,6.0,0
3657,1,4,4,0.0,2.5,0
3667,1,1,1,1.0,1.0,0
3671,2,17,14,0.35294117647058826,6.529411764705882,1
3680,1,4,4,0.25,2.5,0
3683,1,10,10,0.9,5.5,0
3688,1,3,3,0.6666666666666666,2.0,0
3708,1,10,10,0.0,5.5,0
3725,1,9,9,0.7777777777777778,5.0,0
3741,1,1,1,1.0,1.0,0
3758,1,4,4,0.5,2.5,0
3770,1,7,7,1.0,4.0,0
3782,3,27,22,0.7037037037037037,5.481481481481482,1
3787,1,5,5,0.8,3.0,0
3789,2,12,12,0.25,4.25,0
3804,1,1,1,1.0,1.0,0
3807,1,13,13,1.0,7.0,0
3818,1,13,13,0.15384615384615385,7.0,0
3823,1,14,14,1.0,7.5,0
3828,1,5,5,0.0,3.0,0
3830,1,19,19,0.7894736842105263,10.0,1
3905,1,4,4,1.0,2.5,0
3947,1,4,4,0.0,2.5,0
3962,2,13,12,0.6153846153846154,3.769230769230769,0
3963,1,17,17,0.4117647058823529,9.0,1
3964,1,23,23,0.6956521739130435,12.0,1
3974,1,13,13,0.8461538461538461,7.0,0
3985,1,8,8,0.625,4.5,0
3990,1,22,22,0.3181818181818182,11.5,1
3994,1,6,6,0.0,3.5,0
4041,1,9,9,0.3333333333333333,5.0,0
4048,1,17,17,0.11764705882352941,9.0,1
4057,1,14,14,0.0,7.5,0
4061,1,12,12,0.3333333333333333,6.5,0
4067,1,7,7,0.2857142857142857,4.0,0
4069,1,4,4,0.5,2.5,0
4076,1,15,15,0.7333333333333333,8.0,1
4087,1,12,12,0.9166666666666666,6.5,0
4090,1,14,14,0.5714285714285714,7.5,0
4099,1,7,7,0.14285714285714285,4.0,0
4111,1,9,9,0.5555555555555556,5.0,0
4121,1,12,12,0.4166666666666667,6.5,0
4122,1,2,2,0.5,1.5,0
4129,1,6,6,1.0,3.5,0
4130,1,12,12,0.25,6.5,0
4141,1,10,10,0.6,5.5,0
4166,1,15,15,0.9333333333333333,8.0,1
4171,1,3,3,0.0,2.0,0
4176,1,12,12,0.5,6.5,0
4178,1,27,27,0.37037037037037035,14.0,1
4189,1,7,7,0.2857142857142857,4.0,0
4199,1,12,12,0.5833333333333334,6.5,0
4200,1,10,10,0.1,5.5,0
4201,1,15,15,0.7333333333333333,8.0,1
4209,1,10,10,0.6,5.5,0
4216,1,13,13,0.0,7.0,0
4218,2,29,26,0.7931034482758621,8.448275862068966,1
4220,1,4,4,1.0,2.5,0
4252,1,4,4,0.75,2.5,0
4267,1,8,8,0.75,4.5,0
4280,1,1,1,1.0,1.0,0
4281,1,1,1,1.0,1.0,0
4282,1,14,14,0.9285714285714286,7.5,0
4297,1,26,26,0.6923076923076923,13.5,1
4312,1,4,4,0.75,2.5,0
4313,1,16,16,0.75,8.5,1
4315,1,6,6,0.6666666666666666,3.5,0
4325,1,4,4,1.0,2.5,0
4326,1,10,10,1.0,5.5,0
4336,2,42,37,0.30952380952380953,11.023809523809524,1
4344,1,9,9,0.6666666666666666,5.0,0
4356,1,28,28,0.9285714285714286,14.5,1
4363,1,22,22,0.7272727272727273,11.5,1
4368,1,7,7,1.0,4.0,0
4376,1,21,21,0.7619047619047619,11.0,1
4394,1,1,1,1.0,1.0,0
4416,1,17,17,0.11764705882352941,9.0,1
4433,1,1,1,1.0,1.0,0
4436,1,9,9,0.7777777777777778,5.0,0
4441,1,4,4,0.0,2.5,0
4443,1,8,8,0.0,4.5,0
4459,1,7,7,0.0,4.0,0
4477,1,14,14,0.5,7.5,0
4484,1,7,7,0.7142857142857143,4.0,0
4490,1,10,10,0.9,5.5,0
4499,1,10,10,0.9,5.5,0
4520,1,14,14,0.5,7.5,0
4531,1,5,5,0.6,3.0,0
4544,1,17,17,0.7058823529411765,9.0,1
4549,1,18,18,0.0,9.5,1
4558,1,2,2,1.0,1.5,0
4584,1,5,5,0.8,3.0,0
4588,1,9,9,0.6666666666666666,5.0,0
4597,1,5,5,0.2,3.0,0
4599,1,6,6,0.6666666666666666,3.5,0
4604,1,19,19,0.631578947368421,10.0,1
4612,1,3,3,0.6666666666666666,2.0,0
4623,1,25,25,0.0,13.0,1
4629,1,5,5,1.0,3.0,0
4631,1,17,17,0.9411764705882353,9.0,1
4645,1,4,4,0.75,2.5,0
4647,1,10,10,0.8,5.5,0
4652,1,7,7,0.8571428571428571,4.0,0
4661,1,7,7,0.5714285714285714,4.0,0
4693,1,10,10,0.9,5.5,0
4697,1,9,9,0.5555555555555556,5.0,0
4703,1,19,19,0.5263157894736842,10.0,1
4711,1,15,15,1.0,8.0,1
4724,1,35,35,0.7142857142857143,18.0,1
4730,1,4,4,0.5,2.5,0
4731,1,12,12,0.8333333333333334,6.5,0
4762,1,3,3,1.0,2.0,0
4764,1,4,4,0.25,2.5,0
4787,1,11,11,0.18181818181818182,6.0,0
4789,2,38,33,0.8157894736842105,10.026315789473685,1
4793,1,9,9,0.5555555555555556,5.0,0
4820,1,12,12,0.4166666666666667,6.5,0
4823,1,4,4,0.75,2.5,0
4851,1,12,12,0.6666666666666666,6.5,0
4865,1,6,6,0.8333333333333334,3.5,0
4869,1,5,5,1.0,3.0,0
4881,1,9,9,0.7777777777777778,5.0,0
4900,1,17,17,0.8235294117647058,9.0,1
4931,1,15,15,0.26666666666666666,8.0,1
4937,1,7,7,0.42857142857142855,4.0,0
4948,1,18,18,0.6666666666666666,9.5,1
4949,1,19,19,0.8947368421052632,10.0,1
4966,1,7,7,1.0,4.0,0
4971,1,15,15,0.13333333333333333,8.0,1
4974,1,21,21,0.9523809523809523,11.0,1
4988,1,10,10,0.3,5.5,0
4993,1,6,6,0.6666666666666666,3.5,0
5006,1,7,7,0.0,4.0,0
5010,1,5,5,0.2,3.0,0
5030,1,10,10,0.8,5.5,0
5036,1,16,16,0.3125,8.5,1
5045,1,9,9,0.3333333333333333,5.0,0
5057,1,15,15,0.4666666666666667,8.0,1
5070,1,8,8,0.0,4.5,0
5085,1,4,4,0.25,2.5,0
5098,1,2,2,0.0,1.5,0
5101,2,10,10,0.9,3.1,0
5103,1,6,6,0.8333333333333334,3.5,0
5110,1,14,14,0.07142857142857142,7.5,0
5149,1,2,2,0.5,1.5,0
5152,1,7,7,0.7142857142857143,4.0,0
5189,1,6,6,1.0,3.5,0
5206,1,12,12,0.0,6.5,0
5211,1,8,8,0.375,4.5,0
5217,1,7,7,0.5714285714285714,4.0,0
5236,1,1,1,1.0,1.0,0
5241,1,13,13,1.0,7.0,0
5255,1,3,3,0.3333333333333333,2.0,0
5266,1,6,6,0.5,3.5,0
5285,1,16,16,0.4375,8.5,1
5286,1,13,13,0.46153846153846156,7.0,0
5296,1,15,15,1.0,8.0,1
5303,1,15,15,0.8,8.0,1
5307,1,17,17,0.8823529411764706,9.0,1
5314,1,8,8,1.0,4.5,0
5315,1,11,11,0.09090909090909091,6.0,0
5321,1,15,15,0.6666666666666666,8.0,1
5326,1,8,8,0.25,4.5,0
5330,1,19,19,0.0,10.0,1
5346,1,14,14,0.35714285714285715,7.5,0
5360,2,73,65,0.8493150684931506,19.164383561643834,1
5361,1,18,18,0.7222222222222222,9.5,1
5365,1,6,6,0.8333333333333334,3.5,0
5374,1,8,8,0.375,4.5,0
5387,1,1,1,1.0,1.0,0
5392,1,3,3,1.0,2.0,0
5394,1,3,3,0.0,2.0,0
5408,1,3,3,0.0,2.0,0
5409,1,6,6,0.0,3.5,0
5412,1,6,6,0.8333333333333334,3.5,0
5430,1,5,5,1.0,3.0,0
5436,1,19,19,0.0,10.0,1
5439,1,11,11,0.45454545454545453,6.0,0
5441,2,26,25,0.2692307692307692,12.538461538461538,1
5449,1,6,6,0.5,3.5,0
5453,1,17,17,0.7647058823529411,9.0,1
5473,1,8,8,0.125,4.5,0
5474,1,12,12,0.0,6.5,0
5493,2,31,30,0.5161290322580645,8.64516129032258,1
5502,1,8,8,1.0,4.5,0
5536,1,3,3,1.0,2.0,0
5543,2,51,38,0.35294117647058826,13.647058823529411,1
5552,1,6,6,0.3333333333333333,3.5,0
5575,1,10,10,0.0,5.5,0
5587,1,14,14,0.5714285714285714,7.5,0
5588,1,26,26,0.9615384615384616,13.5,1
5591,1,6,6,0.0,3.5,0
5610,1,27,27,0.4074074074074074,14.0,1
5613,1,23,23,0.782608695652174,12.0,1
5629,1,6,6,0.8333333333333334,3.5,0
5642,1,20,20,0.8,10.5,1
5647,1,10,10,0.2,5.5,0
5674,1,2,2,0.5,1.5,0
5692,2,15,14,0.6666666666666666,4.4,1
5718,1,2,2,1.0,1.5,0
5721,1,3,3,0.3333333333333333,2.0,0
5729,1,7,7,0.14285714285714285,4.0,0
5738,1,8,8,0.75,4.5,0
5745,1,11,11,1.0,6.0,0
5758,1,9,9,0.1111111111111111,5.0,0
5777,1,1,1,1.0,1.0,0
5779,2,20,17,0.55,5.7,1
5782,1,2,2,1.0,1.5,0
5785,1,5,5,0.4,3.0,0
5788,1,11,11,0.0,6.0,0
5789,1,9,9,0.5555555555555556,5.0,0
5801,1,15,15,0.6666666666666666,8.0,1
5802,1,2,2,1.0,1.5,0
5808,1,10,10,0.3,5.5,0
5818,1,5,5,0.6,3.0,0
5824,1,10,10,0.0,5.5,0
5848,1,18,18,0.9444444444444444,9.5,1
5860,1,7,7,1.0,4.0,0
5897,2,29,29,0.5517241379310345,10.241379310344827,1
5902,1,2,2,1.0,1.5,0
5910,1,6,6,0.0,3.5,0
5927,1,19,19,0.7368421052631579,10.0,1
5937,1,7,7,0.5714285714285714,4.0,0
5938,1,7,7,0.0,4.0,0
5942,1,3,3,1.0,2.0,0
5946,1,2,2,1.0,1.5,0
5963,1,14,14,0.9285714285714286,7.5,0
5970,1,13,13,0.07692307692307693,7.0,0
5978,1,10,10,1.0,5.5,0
5992,1,2,2,1.0,1.5,0
6003,1,7,7,0.42857142857142855,4.0,0
6020,1,7,7,0.8571428571428571,4.0,0
6031,1,3,3,1.0,2.0,0
6035,1,6,6,1.0,3.5,0
6045,1,2,2,0.5,1.5,0
6060,1,10,10,0.9,5.5,0
6069,1,1,1,1.0,1.0,0
6077,1,13,13,0.38461538461538464,7.0,0
6085,1,10,10,0.5,5.5,0
6092,1,11,11,0.5454545454545454,6.0,0
6094,2,11,11,0.8181818181818182,4.363636363636363,0
6099,1,31,31,0.7096774193548387,16.0,1
6101,1,1,1,1.0,1.0,0
6103,1,3,3,1.0,2.0,0
6118,2,21,21,0.8571428571428571,9.19047619047619,1
6126,1,20,20,0.6,10.5,1
6131,2,15,13,0.6,4.4,0
6136,1,17,17,0.47058823529411764,9.0,1
6139,1,26,26,0.5,13.5,1
6141,2,30,30,0.1,8.033333333333333,1
6163,1,15,15,0.6666666666666666,8.0,1
6175,1,11,11,0.7272727272727273,6.0,0
6216,1,14,14,0.9285714285714286,7.5,0
6228,1,1,1,0.0,1.0,0
6241,1,35,35,0.5142857142857142,18.0,1
6246,1,5,5,0.2,3.0,0
6320,1,2,2,1.0,1.5,0
6329,1,6,6,0.0,3.5,0
6344,1,10,10,0.9,5.5,0
6362,1,18,18,0.2777777777777778,9.5,1
6371,1,1,1,1.0,1.0,0
6390,1,1,1,1.0,1.0,0
6392,1,3,3,0.0,2.0,0
6401,1,5,5,0.6,3.0,0
6405,1,15,15,0.6,8.0,1
6409,4,125,56,0.944,16.312,1
6413,1,4,4,0.0,2.5,0
6417,1,9,9,0.7777777777777778,5.0,0
6418,1,13,13,0.0,7.0,0
6419,1,2,2,0.5,1.5,0
6441,1,6,6,0.0,3.5,0
6448,1,8,8,1.0,4.5,0
6462,1,6,6,0.6666666666666666,3.5,0
6463,1,1,1,1.0,1.0,0
6467,1,14,14,0.2857142857142857,7.5,0
6468,1,15,15,0.5333333333333333,8.0,1
6482,1,2,2,1.0,1.5,0
6492,1,8,8,0.875,4.5,0
6501,2,17,14,0.8235294117647058,4.882352941176471,1
6517,1,27,27,0.2962962962962963,14.0,1
6532,1,6,6,0.8333333333333334,3.5,0
6537,1,5,5,0.6,3.0,0
6560,1,2,2,0.0,1.5,0
6567,1,10,10,0.6,5.5,0
6573,1,6,6,1.0,3.5,0
6577,1,22,22,0.5454545454545454,11.5,1
6613,1,5,5,1.0,3.0,0
6634,1,4,4,1.0,2.5,0
6636,1,7,7,1.0,4.0,0
6654,1,16,16,0.1875,8.5,1
6688,1,3,3,1.0,2.0,0
6689,1,14,14,0.5714285714285714,7.5,0
6692,1,21,21,0.5238095238095238,11.0,1
6696,1,4,4,0.5,2.5,0
6697,1,20,20,0.65,10.5,1
6698,1,13,13,0.6923076923076923,7.0,0
6705,1,15,15,0.13333333333333333,8.0,1
6709,1,6,6,0.3333333333333333,3.5,0
6721,1,11,11,0.8181818181818182,6.0,0
6735,1,14,14,0.8571428571428571,7.5,0
6739,1,7,7,0.8571428571428571,4.0,0
6754,2,21,16,0.6190476190476191,5.761904761904762,1
6756,1,5,5,1.0,3.0,0
6766,1,10,10,0.0,5.5,0
6778,1,18,18,0.8888888888888888,9.5,1
6801,2,17,14,0.8823529411764706,4.764705882352941,1
6803,1,4,4,0.75,2.5,0
6808,1,11,11,1.0,6.0,0
6810,1,9,9,0.7777777777777778,5.0,0
6812,1,2,2,1.0,1.5,0
6820,1,5,5,0.4,3.0,0
6821,1,4,4,1.0,2.5,0
6822,1,5,5,0.6,3.0,0
6832,1,14,14,0.7142857142857143,7.5,0
6841,1,8,8,0.875,4.5,0
6851,2,20,19,0.65,6.3,1
6856,1,10,10,0.5,5.5,0
6877,1,9,9,0.2222222222222222,5.0,0
6895,1,9,9,0.8888888888888888,5.0,0
6915,2,4,4,0.0,1.75,0
6933,1,8,8,0.125,4.5,0
6956,1,4,4,1.0,2.5,0
6990,1,7,7,0.5714285714285714,4.0,0
7004,1,4,4,0.75,2.5,0
7020,1,9,9,0.2222222222222222,5.0,0
7044,1,27,27,0.7407407407407407,14.0,1
7105,1,3,3,0.0,2.0,0
7114,1,7,7,1.0,4.0,0
7116,1,2,2,0.5,1.5,0
7144,1,4,4,0.75,2.5,0
7149,1,15,15,0.6,8.0,1
7151,1,7,7,1.0,4.0,0
7156,1,11,11,0.8181818181818182,6.0,0
7166,1,2,2,0.0,1.5,0
7175,1,5,5,1.0,3.0,0
7185,1,3,3,1.0,2.0,0
7203,1,15,15,0.0,8.0,1
7205,1,2,2,1.0,1.5,0
7206,1,5,5,0.8,3.0,0
7228,1,6,6,0.3333333333333333,3.5,0
7229,1,2,2,0.0,1.5,0
7233,1,11,11,0.8181818181818182,6.0,0
7236,1,6,6,0.6666666666666666,3.5,0
7245,2,16,16,0.9375,4.5,1
7278,1,20,20,0.5,10.5,1
7287,1,8,8,0.5,4.5,0
7293,1,24,24,0.8333333333333334,12.5,1
7301,1,1,1,1.0,1.0,0
