user_id,orders,products,unique_products,reorder_rate,mean_cart_position,cluster
773,1,9,9,0.2222222222222222,5.0,1
787,2,10,7,0.9,3.0,1
800,1,3,3,0.6666666666666666,2.0,1
818,1,4,4,0.75,2.5,1
824,1,3,3,1.0,2.0,1
854,1,12,12,0.16666666666666666,6.5,1
857,1,15,15,1.0,8.0,1
868,1,5,5,0.4,3.0,1
892,1,13,13,0.3076923076923077,7.0,1
911,1,13,13,0.8461538461538461,7.0,1
917,1,18,18,0.9444444444444444,9.5,0
920,1,5,5,1.0,3.0,1
933,1,5,5,1.0,3.0,1
938,1,1,1,1.0,1.0,1
961,1,7,7,1.0,4.0,1
963,1,8,8,0.875,4.5,1
964,1,7,7,0.8571428571428571,4.0,1
967,1,12,12,0.08333333333333333,6.5,1
971,1,2,2,0.5,1.5,1
978,1,28,28,0.32142857142857145,14.5,0
999,1,25,25,0.64,13.0,0
1000,1,15,15,0.7333333333333333,8.0,1
1044,1,5,5,0.6,3.0,1
1050,1,2,2,1.0,1.5,1
1059,1,29,29,0.9310344827586207,15.0,0
1072,1,13,13,0.38461538461538464,7.0,1
1082,1,4,4,0.5,2.5,1
1095,1,15,15,0.4666666666666667,8.0,1
1103,1,3,3,0.6666666666666666,2.0,1
1105,1,13,13,0.3076923076923077,7.0,1
1120,1,13,13,0.8461538461538461,7.0,1
1122,1,17,17,0.5882352941176471,9.0,0
1139,1,20,20,0.45,10.5,0
1156,1,22,22,0.0,11.5,0
1164,2,15,15,0.7333333333333333,4.666666666666667,0
1177,1,6,6,0.6666666666666666,3.5,1
1191,1,5,5,0.6,3.0,1
1202,1,6,6,1.0,3.5,1
1203,1,7,7,0.7142857142857143,4.0,1
1223,1,13,13,0.7692307692307693,7.0,1
1225,1,16,16,0.375,8.5,0
1235,2,15,14,0.26666666666666666,4.266666666666667,1
1237,1,25,25,0.8,13.0,0
1240,1,12,12,0.9166666666666666,6.5,1
1241,1,8,8,0.5,4.5,1
1242,1,2,2,0.0,1.5,1
1246,1,8,8,0.625,4.5,1
1263,1,5,5,0.0,3.0,1
1264,1,11,11,0.9090909090909091,6.0,1
1271,1,21,21,0.38095238095238093,11.0,0
1274,1,7,7,0.8571428571428571,4.0,1
1302,1,20,20,0.05,10.5,0
1344,1,3,3,0.6666666666666666,2.0,1
1368,1,3,3,0.6666666666666666,2.0,1
1372,1,33,33,0.42424242424242425,17.0,0
1373,1,2,2,0.5,1.5,1
1378,1,28,28,0.5357142857142857,14.5,0
1381,1,24,24,0.5833333333333334,12.5,0
1387,1,3,3,0.6666666666666666,2.0,1
1402,1,2,2,0.5,1.5,1
1417,1,1,1,0.0,1.0,1
1423,1,32,32,0.875,16.5,0
1427,1,2,2,0.0,1.5,1
1440,1,16,16,0.375,8.5,0
1487,2,9,9,0.1111111111111111,2.7777777777777777,1
1498,1,15,15,0.6666666666666666,8.0,1
1503,1,6,6,0.8333333333333334,3.5,1
1519,1,3,3,1.0,2.0,1
1531,1,8,8,1.0,4.5,1
1548,1,19,19,0.5789473684210527,10.0,0
1579,1,10,10,0.7,5.5,1
1602,1,6,6,0.6666666666666666,3.5,1
1615,1,13,13,1.0,7.0,1
1617,1,7,7,1.0,4.0,1
1623,2,5,5,0.8,2.2,1
1627,1,17,17,0.0,9.0,0
1629,1,8,8,0.875,4.5,1
1632,1,8,8,0.75,4.5,1
1642,1,5,5,0.6,3.0,1
1657,1,2,2,0.0,1.5,1
1658,1,3,3,0.6666666666666666,2.0,1
1667,1,10,10,0.0,5.5,1
1676,1,15,15,0.8,8.0,1
1679,1,9,9,1.0,5.0,1
1683,1,12,12,0.5833333333333334,6.5,1
1696,1,6,6,0.16666666666666666,3.5,1
1697,1,4,4,0.75,2.5,1
1710,1,13,13,0.0,7.0,1
1712,1,16,16,0.0,8.5,0
1727,1,13,13,0.9230769230769231,7.0,1
1746,1,8,8,0.25,4.5,1
1750,2,25,25,0.72,9.0,0
1753,1,10,10,0.8,5.5,1
1767,1,3,3,0.6666666666666666,2.0,1
1778,1,4,4,0.25,2.5,1
1815,1,16,16,0.8125,8.5,0
1828,1,20,20,0.5,10.5,0
1850,2,40,31,0.95,10.5,0
1867,1,4,4,0.5,2.5,1
1868,1,11,11,1.0,6.0,1
1873,1,8,8,0.25,4.5,1
1874,1,6,6,1.0,3.5,1
1899,1,25,25,0.6,13.0,0
1901,1,14,14,0.8571428571428571,7.5,1
1920,2,41,34,0.3902439024390244,10.902439024390244,0
1922,1,7,7,0.0,4.0,1
1923,1,12,12,0.9166666666666666,6.5,1
1948,1,12,12,0.75,6.5,1
1955,1,7,7,0.5714285714285714,4.0,1
1958,1,6,6,1.0,3.5,1
1976,1,3,3,0.6666666666666666,2.0,1
2011,1,7,7,1.0,4.0,1
2013,1,7,7,0.14285714285714285,4.0,1
2022,1,13,13,0.3076923076923077,7.0,1
2033,1,10,10,1.0,5.5,1
2049,1,3,3,0.3333333333333333,2.0,1
2055,1,1,1,0.0,1.0,1
2059,1,8,8,0.0,4.5,1
2075,1,6,6,0.6666666666666666,3.5,1
2083,1,3,3,0.6666666666666666,2.0,1
2086,1,13,13,0.6923076923076923,7.0,1
2092,1,1,1,0.0,1.0,1
2103,1,1,1,1.0,1.0,1
2121,1,19,19,0.42105263157894735,10.0,0
2130,1,5,5,0.8,3.0,1
2173,1,4,4,0.25,2.5,1
2175,1,3,3,0.6666666666666666,2.0,1
2184,1,6,6,0.3333333333333333,3.5,1
2201,1,20,20,0.55,10.5,0
2211,1,17,17,0.9411764705882353,9.0,0
2215,1,1,1,1.0,1.0,1
2225,1,5,5,0.8,3.0,1
2229,1,6,6,0.8333333333333334,3.5,1
2237,1,4,4,0.5,2.5,1
2258,1,14,14,0.0,7.5,1
2262,1,11,11,0.2727272727272727,6.0,1
2282,1,1,1,1.0,1.0,1
2286,1,13,13,0.8461538461538461,7.0,1
2299,1,4,4,0.5,2.5,1
2312,1,11,11,0.2727272727272727,6.0,1
2313,1,7,7,0.2857142857142857,4.0,1
2334,1,5,5,1.0,3.0,1
2335,1,52,52,0.9615384615384616,26.5,0
2342,1,18,18,0.5,9.5,0
2344,1,10,10,0.8,5.5,1
2371,1,7,7,0.0,4.0,1
2375,1,6,6,0.3333333333333333,3.5,1
2383,2,9,9,0.7777777777777778,4.111111111111111,1
2408,1,6,6,0.0,3.5,1
2423,1,21,21,0.7142857142857143,11.0,0
2440,1,25,25,0.72,13.0,0
2462,1,32,32,0.875,16.5,0
2475,1,6,6,1.0,3.5,1
2496,1,12,12,1.0,6.5,1
2531,1,5,5,0.6,3.0,1
2535,1,18,18,0.5555555555555556,9.5,0
2539,1,4,4,1.0,2.5,1
2547,1,1,1,1.0,1.0,1
2555,1,2,2,1.0,1.5,1
2556,1,1,1,1.0,1.0,1
2565,1,22,22,0.7727272727272727,11.5,0
2590,1,3,3,0.3333333333333333,2.0,1
2593,1,28,28,0.32142857142857145,14.5,0
2599,1,18,18,0.5,9.5,0
2604,1,22,22,0.5,11.5,0
2609,1,6,6,0.5,3.5,1
2614,1,13,13,0.07692307692307693,7.0,1
2627,1,10,10,0.7,5.5,1
2638,1,13,13,0.9230769230769231,7.0,1
2642,1,2,2,0.0,1.5,1
2646,1,7,7,1.0,4.0,1
2650,1,7,7,1.0,4.0,1
2655,1,6,6,1.0,3.5,1
2658,1,5,5,0.2,3.0,1
2668,1,13,13,0.46153846153846156,7.0,1
2676,1,18,18,0.5555555555555556,9.5,0
2688,2,28,28,0.6785714285714286,8.392857142857142,0
2698,1,8,8,0.75,4.5,1
2700,1,1,1,1.0,1.0,1
2754,1,5,5,0.4,3.0,1
2777,1,6,6,1.0,3.5,1
2785,1,8,8,0.5,4.5,1
2797,1,5,5,0.2,3.0,1
2807,1,2,2,1.0,1.5,1
2822,2,14,13,0.2857142857142857,4.071428571428571,1
2823,1,13,13,0.0,7.0,1
2833,1,2,2,1.0,1.5,1
2838,1,6,6,0.16666666666666666,3.5,1
2839,1,13,13,0.0,7.0,1
2849,1,5,5,1.0,3.0,1
2868,1,19,19,0.3157894736842105,10.0,0
2880,1,2,2,0.5,1.5,1
2899,1,8,8,0.75,4.5,1
2917,1,10,10,1.0,5.5,1
2947,1,10,10,0.4,5.5,1
2985,1,9,9,0.7777777777777778,5.0,1
3001,1,6,6,1.0,3.5,1
3002,1,6,6,0.0,3.5,1
3004,1,13,13,0.9230769230769231,7.0,1
3007,1,5,5,0.2,3.0,1
3040,1,7,7,0.0,4.0,1
3051,1,17,17,0.0,9.0,0
3060,1,3,3,0.0,2.0,1
3106,1,3,3,1.0,2.0,1
3107,1,1,1,1.0,1.0,1
3148,1,16,16,1.0,8.5,0
3192,1,7,7,0.7142857142857143,4.0,1
3219,2,15,15,0.5333333333333333,4.666666666666667,0
3242,1,22,22,0.5,11.5,0
3243,1,14,14,0.8571428571428571,7.5,1
3252,1,2,2,0.5,1.5,1
3257,1,4,4,0.75,2.5,1
3269,1,4,4,1.0,2.5,1
3273,1,15,15,0.7333333333333333,8.0,1
3280,1,7,7,0.0,4.0,1
3319,1,23,23,0.30434782608695654,12.0,0
3321,1,11,11,1.0,6.0,1
3326,1,13,13,0.7692307692307693,7.0,1
3351,1,12,12,0.25,6.5,1
3357,1,6,6,0.3333333333333333,3.5,1
3358,1,8,8,0.625,4.5,1
3366,1,6,6,0.16666666666666666,3.5,1
3375,1,2,2,1.0,1.5,1
3387,1,3,3,0.6666666666666666,2.0,1
3393,1,1,1,1.0,1.0,1
3394,1,4,4,0.75,2.5,1
3412,2,14,14,0.7857142857142857,4.071428571428571,1
3417,1,11,11,0.18181818181818182,6.0,1
3422,1,10,10,0.9,5.5,1
3428,1,16,16,0.875,8.5,0
3434,1,4,4,0.0,2.5,1
3435,1,7,7,1.0,4.0,1
3453,1,1,1,1.0,1.0,1
3456,1,10,10,0.8,5.5,1
3459,1,16,16,0.0,8.5,0
3475,1,6,6,0.6666666666666666,3.5,1
3481,1,6,6,0.6666666666666666,3.5,1
3485,1,9,9,0.8888888888888888,5.0,1
3493,1,7,7,0.5714285714285714,4.0,1
3536,1,22,22,1.0,11.5,0
3550,1,5,5,1.0,3.0,1
3558,1,3,3,0.6666666666666666,2.0,1
3562,1,1,1,1.0,1.0,1
3579,1,14,14,0.9285714285714286,7.5,1
3583,1,2,2,0.5,1.5,1
3593,1,6,6,1.0,3.5,1
3597,1,15,15,0.8666666666666667,8.0,1
3599,1,3,3,0.0,2.0,1
3615,1,2,2,1.0,1.5,1
3616,1,10,10,0.0,5.5,1
3626,1,11,11,0.8181818181818182,6.0,1
3634,1,9,9,1.0,5.0,1
3646,1,13,13,0.0,7.0,1
3648,1,8,8,1.0,4.5,1
3651,1,11,11,0.7272727272727273,6.0,1
3657,1,4,4,0.0,2.5,1
3667,1,1,1,1.0,1.0,1
3671,2,17,14,0.35294117647058826,6.529411764705882,0
3680,1,4,4,0.25,2.5,1
3683,1,10,10,0.9,5.5,1
3688,1,3,3,0.6666666666666666,2.0,1
3708,1,10,10,0.0,5.5,1
3725,1,9,9,0.7777777777777778,5.0,1
3741,1,1,1,1.0,1.0,1
3758,1,4,4,0.5,2.5,1
3770,1,7,7,1.0,4.0,1
3782,3,27,22,0.7037037037037037,5.481481481481482,0
3787,1,5,5,0.8,3.0,1
3789,2,12,12,0.25,4.25,1
3804,1,1,1,1.0,1.0,1
3807,1,13,13,1.0,7.0,1
3818,1,13,13,0.15384615384615385,7.0,1
3823,1,14,14,1.0,7.5,1
3828,1,5,5,0.0,3.0,1
3830,1,19,19,0.7894736842105263,10.0,0
3905,1,4,4,1.0,2.5,1
3947,1,4,4,0.0,2.5,1
3962,2,13,13,0.6153846153846154,3.769230769230769,1
3963,1,17,17,0.4117647058823529,9.0,0
3964,1,23,23,0.6956521739130435,12.0,0
3974,1,13,13,0.8461538461538461,7.0,1
3985,1,8,8,0.625,4.5,1
3990,1,22,22,0.3181818181818182,11.5,0
3994,1,6,6,0.0,3.5,1
4041,1,9,9,0.3333333333333333,5.0,1
4048,1,17,17,0.11764705882352941,9.0,0
4057,1,14,14,0.0,7.5,1
4061,1,12,12,0.3333333333333333,6.5,1
4067,1,7,7,0.2857142857142857,4.0,1
4069,1,4,4,0.5,2.5,1
4076,1,15,15,0.7333333333333333,8.0,1
4087,1,12,12,0.9166666666666666,6.5,1
4090,1,14,14,0.5714285714285714,7.5,1
4099,1,7,7,0.14285714285714285,4.0,1
4111,1,9,9,0.5555555555555556,5.0,1
4121,1,12,12,0.4166666666666667,6.5,1
4122,1,2,2,0.5,1.5,1
4129,1,6,6,1.0,3.5,1
4130,1,12,12,0.25,6.5,1
4141,1,10,10,0.6,5.5,1
4166,1,15,15,0.9333333333333333,8.0,1
4171,1,3,3,0.0,2.0,1
4176,1,12,12,0.5,6.5,1
4178,1,27,27,0.37037037037037035,14.0,0
4189,1,7,7,0.2857142857142857,4.0,1
4199,1,12,12,0.5833333333333334,6.5,1
4200,1,10,10,0.1,5.5,1
4201,1,15,15,0.7333333333333333,8.0,1
4209,1,10,10,0.6,5.5,1
4216,1,13,13,0.0,7.0,1
4218,2,29,26,0.7931034482758621,8.448275862068966,0
4220,1,4,4,1.0,2.5,1
4252,1,4,4,0.75,2.5,1
4267,1,8,8,0.75,4.5,1
4280,1,1,1,1.0,1.0,1
4281,1,1,1,1.0,1.0,1
4282,1,14,14,0.9285714285714286,7.5,1
4297,1,26,26,0.6923076923076923,13.5,0
4312,1,4,4,0.75,2.5,1
4313,1,16,16,0.75,8.5,0
4315,1,6,6,0.6666666666666666,3.5,1
4325,1,4,4,1.0,2.5,1
4326,1,10,10,1.0,5.5,1
4336,2,42,42,0.30952380952380953,11.023809523809524,0
4344,1,9,9,0.6666666666666666,5.0,1
4356,1,28,28,0.9285714285714286,14.5,0
4363,1,22,22,0.7272727272727273,11.5,0
4368,1,7,7,1.0,4.0,1
4376,1,21,21,0.7619047619047619,11.0,0
4394,1,1,1,1.0,1.0,1
4416,1,17,17,0.11764705882352941,9.0,0
4433,1,1,1,1.0,1.0,1
4436,1,9,9,0.7777777777777778,5.0,1
4441,1,4,4,0.0,2.5,1
4443,1,8,8,0.0,4.5,1
4459,1,7,7,0.0,4.0,1
4477,1,14,14,0.5,7.5,1
4484,1,7,7,0.7142857142857143,4.0,1
4490,1,10,10,0.9,5.5,1
4499,1,10,10,0.9,5.5,1
4520,1,14,14,0.5,7.5,1
4531,1,5,5,0.6,3.0,1
4544,1,17,17,0.7058823529411765,9.0,0
4549,1,18,18,0.0,9.5,0
4558,1,2,2,1.0,1.5,1
4584,1,5,5,0.8,3.0,1
4588,1,9,9,0.6666666666666666,5.0,1
4597,1,5,5,0.2,3.0,1
4599,1,6,6,0.6666666666666666,3.5,1
4604,1,19,19,0.631578947368421,10.0,0
4612,1,3,3,0.6666666666666666,2.0,1
4623,1,25,25,0.0,13.0,0
4629,1,5,5,1.0,3.0,1
4631,1,17,17,0.9411764705882353,9.0,0
4645,1,4,4,0.75,2.5,1
4647,1,10,10,0.8,5.5,1
4652,1,7,7,0.8571428571428571,4.0,1
4661,1,7,7,0.5714285714285714,4.0,1
4693,1,10,10,0.9,5.5,1
4697,1,9,9,0.5555555555555556,5.0,1
4703,1,19,19,0.5263157894736842,10.0,0
4711,1,15,15,1.0,8.0,1
4724,1,35,35,0.7142857142857143,18.0,0
4730,1,4,4,0.5,2.5,1
4731,1,12,12,0.8333333333333334,6.5,1
4762,1,3,3,1.0,2.0,1
4764,1,4,4,0.25,2.5,1
4787,1,11,11,0.18181818181818182,6.0,1
4789,2,38,33,0.8157894736842105,10.026315789473685,0
4793,1,9,9,0.5555555555555556,5.0,1
4820,1,12,12,0.4166666666666667,6.5,1
4823,1,4,4,0.75,2.5,1
4851,1,12,12,0.6666666666666666,6.5,1
4865,1,6,6,0.8333333333333334,3.5,1
4869,1,5,5,1.0,3.0,1
4881,1,9,9,0.7777777777777778,5.0,1
4900,1,17,17,0.8235294117647058,9.0,0
4931,1,15,15,0.26666666666666666,8.0,1
4937,1,7,7,0.42857142857142855,4.0,1
4948,1,18,18,0.6666666666666666,9.5,0
4949,1,19,19,0.8947368421052632,10.0,0
4966,1,7,7,1.0,4.0,1
4971,1,15,15,0.13333333333333333,8.0,1
4974,1,21,21,0.9523809523809523,11.0,0
4988,1,10,10,0.3,5.5,1
4993,1,6,6,0.6666666666666666,3.5,1
5006,1,7,7,0.0,4.0,1
5010,1,5,5,0.2,3.0,1
5030,1,10,10,0.8,5.5,1
5036,1,16,16,0.3125,8.5,0
5045,1,9,9,0.3333333333333333,5.0,1
5057,1,15,15,0.4666666666666667,8.0,1
5070,1,8,8,0.0,4.5,1
5085,1,4,4,0.25,2.5,1
5098,1,2,2,0.0,1.5,1
5101,2,10,10,0.9,3.1,1
5103,1,6,6,0.8333333333333334,3.5,1
5110,1,14,14,0.07142857142857142,7.5,1
5149,1,2,2,0.5,1.5,1
5152,1,7,7,0.7142857142857143,4.0,1
5189,1,6,6,1.0,3.5,1
5206,1,12,12,0.0,6.5,1
5211,1,8,8,0.375,4.5,1
5217,1,7,7,0.5714285714285714,4.0,1
5236,1,1,1,1.0,1.0,1
5241,1,13,13,1.0,7.0,1
5255,1,3,3,0.3333333333333333,2.0,1
5266,1,6,6,0.5,3.5,1
5285,1,16,16,0.4375,8.5,0
5286,1,13,13,0.46153846153846156,7.0,1
5296,1,15,15,1.0,8.0,1
5303,1,15,15,0.8,8.0,1
5307,1,17,17,0.8823529411764706,9.0,0
5314,1,8,8,1.0,4.5,1
5315,1,11,11,0.09090909090909091,6.0,1
5321,1,15,15,0.6666666666666666,8.0,1
5326,1,8,8,0.25,4.5,1
5330,1,19,19,0.0,10.0,0
5346,1,14,14,0.35714285714285715,7.5,1
5360,2,73,65,0.8493150684931506,19.164383561643834,0
5361,1,18,18,0.7222222222222222,9.5,0
5365,1,6,6,0.8333333333333334,3.5,1
5374,1,8,8,0.375,4.5,1
5387,1,1,1,1.0,1.0,1
5392,1,3,3,1.0,2.0,1
5394,1,3,3,0.0,2.0,1
5408,1,3,3,0.0,2.0,1
5409,1,6,6,0.0,3.5,1
5412,1,6,6,0.8333333333333334,3.5,1
5430,1,5,5,1.0,3.0,1
5436,1,19,19,0.0,10.0,0
5439,1,11,11,0.45454545454545453,6.0,1
5441,2,26,25,0.2692307692307692,12.538461538461538,0
5449,1,6,6,0.5,3.5,1
5453,1,17,17,0.7647058823529411,9.0,0
5473,1,8,8,0.125,4.5,1
5474,1,12,12,0.0,6.5,1
5493,2,31,30,0.5161290322580645,8.64516129032258,0
5502,1,8,8,1.0,4.5,1
5536,1,3,3,1.0,2.0,1
5543,2,51,51,0.35294117647058826,13.647058823529411,0
5552,1,6,6,0.3333333333333333,3.5,1
5575,1,10,10,0.0,5.5,1
5587,1,14,14,0.5714285714285714,7.5,1
5588,1,26,26,0.9615384615384616,13.5,0
5591,1,6,6,0.0,3.5,1
5610,1,27,27,0.4074074074074074,14.0,0
5613,1,23,23,0.782608695652174,12.0,0
5629,1,6,6,0.8333333333333334,3.5,1
5642,1,20,20,0.8,10.5,0
5647,1,10,10,0.2,5.5,1
5674,1,2,2,0.5,1.5,1
5692,2,15,14,0.6666666666666666,4.4,1
5718,1,2,2,1.0,1.5,1
5721,1,3,3,0.3333333333333333,2.0,1
5729,1,7,7,0.14285714285714285,4.0,1
5738,1,8,8,0.75,4.5,1
5745,1,11,11,1.0,6.0,1
5758,1,9,9,0.1111111111111111,5.0,1
5777,1,1,1,1.0,1.0,1
5779,2,20,20,0.55,5.7,0
5782,1,2,2,1.0,1.5,1
5785,1,5,5,0.4,3.0,1
5788,1,11,11,0.0,6.0,1
5789,1,9,9,0.5555555555555556,5.0,1
5801,1,15,15,0.6666666666666666,8.0,1
5802,1,2,2,1.0,1.5,1
5808,1,10,10,0.3,5.5,1
5818,1,5,5,0.6,3.0,1
5824,1,10,10,0.0,5.5,1
5848,1,18,18,0.9444444444444444,9.5,0
5860,1,7,7,1.0,4.0,1
5897,2,29,29,0.5517241379310345,10.241379310344827,0
5902,1,2,2,1.0,1.5,1
5910,1,6,6,0.0,3.5,1
5927,1,19,19,0.7368421052631579,10.0,0
5937,1,7,7,0.5714285714285714,4.0,1
5938,1,7,7,0.0,4.0,1
5942,1,3,3,1.0,2.0,1
5946,1,2,2,1.0,1.5,1
5963,1,14,14,0.9285714285714286,7.5,1
5970,1,13,13,0.07692307692307693,7.0,1
5978,1,10,10,1.0,5.5,1
5992,1,2,2,1.0,1.5,1
6003,1,7,7,0.42857142857142855,4.0,1
6020,1,7,7,0.8571428571428571,4.0,1
6031,1,3,3,1.0,2.0,1
6035,1,6,6,1.0,3.5,1
6045,1,2,2,0.5,1.5,1
6060,1,10,10,0.9,5.5,1
6069,1,1,1,1.0,1.0,1
6077,1,13,13,0.38461538461538464,7.0,1
6085,1,10,10,0.5,5.5,1
6092,1,11,11,0.5454545454545454,6.0,1
6094,2,11,11,0.8181818181818182,4.363636363636363,1
6099,1,31,31,0.7096774193548387,16.0,0
6101,1,1,1,1.0,1.0,1
6103,1,3,3,1.0,2.0,1
6118,2,21,21,0.8571428571428571,9.19047619047619,0
6126,1,20,20,0.6,10.5,0
6131,2,15,13,0.6,4.4,1
6136,1,17,17,0.47058823529411764,9.0,0
6139,1,26,26,0.5,13.5,0
6141,2,30,30,0.1,8.033333333333333,0
6163,1,15,15,0.6666666666666666,8.0,1
6175,1,11,11,0.7272727272727273,6.0,1
6216,1,14,14,0.9285714285714286,7.5,1
6228,1,1,1,0.0,1.0,1
6241,1,35,35,0.5142857142857142,18.0,0
6246,1,5,5,0.2,3.0,1
6320,1,2,2,1.0,1.5,1
6329,1,6,6,0.0,3.5,1
6344,1,10,10,0.9,5.5,1
6362,1,18,18,0.2777777777777778,9.5,0
6371,1,1,1,1.0,1.0,1
6390,1,1,1,1.0,1.0,1
6392,1,3,3,0.0,2.0,1
6401,1,5,5,0.6,3.0,1
6405,1,15,15,0.6,8.0,1
6409,4,125,56,0.944,16.312,0
6413,1,4,4,0.0,2.5,1
6417,1,9,9,0.7777777777777778,5.0,1
6418,1,13,13,0.0,7.0,1
6419,1,2,2,0.5,1.5,1
6441,1,6,6,0.0,3.5,1
6448,1,8,8,1.0,4.5,1
6462,1,6,6,0.6666666666666666,3.5,1
6463,1,1,1,1.0,1.0,1
6467,1,14,14,0.2857142857142857,7.5,1
6468,1,15,15,0.5333333333333333,8.0,1
6482,1,2,2,1.0,1.5,1
6492,1,8,8,0.875,4.5,1
6501,2,17,14,0.8235294117647058,4.882352941176471,0
6517,1,27,27,0.2962962962962963,14.0,0
6532,1,6,6,0.8333333333333334,3.5,1
6537,1,5,5,0.6,3.0,1
6560,1,2,2,0.0,1.5,1
6567,1,10,10,0.6,5.5,1
6573,1,6,6,1.0,3.5,1
6577,1,22,22,0.5454545454545454,11.5,0
6613,1,5,5,1.0,3.0,1
6634,1,4,4,1.0,2.5,1
6636,1,7,7,1.0,4.0,1
6654,1,16,16,0.1875,8.5,0
6688,1,3,3,1.0,2.0,1
6689,1,14,14,0.5714285714285714,7.5,1
6692,1,21,21,0.5238095238095238,11.0,0
6696,1,4,4,0.5,2.5,1
6697,1,20,20,0.65,10.5,0
6698,1,13,13,0.6923076923076923,7.0,1
6705,1,15,15,0.13333333333333333,8.0,1
6709,1,6,6,0.3333333333333333,3.5,1
6721,1,11,11,0.8181818181818182,6.0,1
6735,1,14,14,0.8571428571428571,7.5,1
6739,1,7,7,0.8571428571428571,4.0,1
6754,2,21,16,0.6190476190476191,5.761904761904762,0
6756,1,5,5,1.0,3.0,1
6766,1,10,10,0.0,5.5,1
6778,1,18,18,0.8888888888888888,9.5,0
6801,2,17,17,0.8823529411764706,4.764705882352941,0
6803,1,4,4,0.75,2.5,1
6808,1,11,11,1.0,6.0,1
6810,1,9,9,0.7777777777777778,5.0,1
6812,1,2,2,1.0,1.5,1
6820,1,5,5,0.4,3.0,1
6821,1,4,4,1.0,2.5,1
6822,1,5,5,0.6,3.0,1
6832,1,14,14,0.7142857142857143,7.5,1
6841,1,8,8,0.875,4.5,1
6851,2,20,20,0.65,6.3,0
6856,1,10,10,0.5,5.5,1
6877,1,9,9,0.2222222222222222,5.0,1
6895,1,9,9,0.8888888888888888,5.0,1
6915,2,4,4,0.0,1.75,1
6933,1,8,8,0.125,4.5,1
6956,1,4,4,1.0,2.5,1
6990,1,7,7,0.5714285714285714,4.0,1
7004,1,4,4,0.75,2.5,1
7020,1,9,9,0.2222222222222222,5.0,1
7044,1,27,27,0.7407407407407407,14.0,0
7105,1,3,3,0.0,2.0,1
7114,1,7,7,1.0,4.0,1
7116,1,2,2,0.5,1.5,1
7144,1,4,4,0.75,2.5,1
7149,1,15,15,0.6,8.0,1
7151,1,7,7,1.0,4.0,1
7156,1,11,11,0.8181818181818182,6.0,1
7166,1,2,2,0.0,1.5,1
7175,1,5,5,1.0,3.0,1
7185,1,3,3,1.0,2.0,1
7203,1,15,15,0.0,8.0,1
7205,1,2,2,1.0,1.5,1
7206,1,5,5,0.8,3.0,1
7228,1,6,6,0.3333333333333333,3.5,1
7229,1,2,2,0.0,1.5,1
7233,1,11,11,0.8181818181818182,6.0,1
7236,1,6,6,0.6666666666666666,3.5,1
7245,2,16,16,0.9375,4.5,0
7278,1,20,20,0.5,10.5,0
7287,1,8,8,0.5,4.5,1
7293,1,24,24,0.8333333333333334,12.5,0
7301,1,1,1,1.0,1.0,1
